transaction_id,timestamp_utc,origin_account,destination_account,amount_kes,transaction_type,channel,status,response_code,client_device_metadata
TXN_20260523_100032,2026-05-23T01:13:27.737Z,724217,254759056223,60604.38,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""1.57.86.114""}"
TXN_20260523_100033,2026-05-23T01:31:51.785Z,702654,228049,100690.06,B2B,MM_PORTAL,TIMEOUT,99,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""59.166.93.156""}"
TXN_20260523_100034,2026-05-23T05:27:19.246Z,191637,254796954695,74539.37,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""40.143.133.2""}"
TXN_20260523_100035,2026-05-23T05:53:32.190Z,228608,964259,118408.87,B2B,MM_PORTAL,TIMEOUT,99,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""142.224.167.117""}"
TXN_20260523_100036,2026-05-23T16:12:24.920Z,257341,576373,162150.47,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""68.154.0.39""}"
TXN_20260523_100037,2026-05-23T10:35:43.122Z,254790771371,549280,69444.09,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""140.73.82.37""}"
TXN_20260523_100038,2026-05-23T04:51:34.485Z,468311,254717082383,57403.21,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""177.33.9.207""}"
TXN_20260523_100039,2026-05-23T20:57:20.332Z,254745950209,816491,61871.11,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100040,2026-05-23T18:16:27.336Z,299909,752710,294071.5,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100041,2026-05-23T10:20:31.051Z,254746183703,592652,41991.6,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""8.17.253.171""}"
TXN_20260523_100042,2026-05-23T07:46:35.899Z,405543,808443,108459.83,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""59.20.236.197""}"
TXN_20260523_100043,2026-05-23T09:30:12.353Z,254731765161,765172,12667.49,C2B,STK_PUSH,REVERSED,09,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""232.151.207.123""}"
TXN_20260523_100044,2026-05-23T02:41:27.602Z,254747744721,645819,7283.0,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100045,2026-05-23T09:28:54.355Z,254730454934,751687,64101.94,C2B,PAYBILL_PORTAL,REVERSED,09,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""89.208.181.12""}"
TXN_20260523_100046,2026-05-23T08:45:57.806Z,727248,267966,2105.02,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""208.144.147.53""}"
TXN_20260523_100047,2026-05-23T01:57:27.971Z,182208,254739773610,79113.64,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100048,2026-05-23T07:55:40.912Z,254776811696,254782075464,38760.17,P2P,APP_INT,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""237.73.75.111""}"
TXN_20260523_100049,2026-05-23T02:40:54.629Z,254784007536,254739810730,26014.54,P2P,USSD,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""114.117.188.214""}"
TXN_20260523_100050,2026-05-23T07:28:36.474Z,275517,254795407895,79350.06,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100051,2026-05-23T07:03:36.575Z,430662,254715661797,73821.33,B2C,API_DISBURSE,FAILED,01,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""240.25.245.188""}"
TXN_20260523_100052,2026-05-23T11:13:01.577Z,938473,254738131371,96985.52,B2C,B2C_PORTAL,FAILED,01,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""176.119.122.93""}"
TXN_20260523_100053,2026-05-23T06:13:27.665Z,254794154981,621418,21344.81,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""133.241.157.199""}"
TXN_20260523_100054,2026-05-23T06:03:28.699Z,254775441906,570952,20169.87,C2B,DYNAMIC_QR,FAILED,01,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""98.60.60.189""}"
TXN_20260523_100055,2026-05-23T11:49:27.568Z,254743398699,254732975807,6364.44,P2P,APP_INT,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""20.191.97.49""}"
TXN_20260523_100056,2026-05-23T08:39:23.193Z,254756611074,487484,59977.77,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""168.139.115.220""}"
TXN_20260523_100057,2026-05-23T06:02:16.703Z,455963,254782923956,61742.15,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""183.149.195.241""}"
TXN_20260523_100058,2026-05-23T19:19:18.349Z,503243,254742796023,31653.18,B2C,B2C_PORTAL,TIMEOUT,99,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""115.37.99.126""}"
TXN_20260523_100059,2026-05-23T06:15:21.346Z,259950,311620,166749.25,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""18.102.131.137""}"
TXN_20260523_100060,2026-05-23T14:24:24.730Z,254785756690,178513,58649.06,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""77.134.0.122""}"
TXN_20260523_100061,2026-05-23T12:28:57.441Z,282592,254740178605,56868.1,B2C,B2C_PORTAL,REVERSED,09,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""102.251.88.212""}"
TXN_20260523_100062,2026-05-23T16:02:14.954Z,254756106824,115813,6077.01,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""124.18.112.121""}"
TXN_20260523_100063,2026-05-23T07:46:24.732Z,254789071516,254723874862,48954.59,P2P,APP_INT,TIMEOUT,99,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100064,2026-05-23T23:45:53.969Z,952002,166191,1387.04,B2B,API_SETTLE,REVERSED,09,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""5.204.189.223""}"
TXN_20260523_100065,2026-05-23T01:51:03.526Z,254766528012,254784516503,49932.26,P2P,USSD,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""126.25.154.233""}"
TXN_20260523_100066,2026-05-23T15:51:17.590Z,254752061210,254790705546,22571.13,P2P,APP_INT,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""219.23.140.241""}"
TXN_20260523_100067,2026-05-23T03:38:52.954Z,254761859444,427891,69660.59,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""63.114.180.101""}"
TXN_20260523_100068,2026-05-23T23:20:21.248Z,254790817126,254781361636,1328.42,P2P,APP_INT,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""68.198.127.156""}"
TXN_20260523_100069,2026-05-23T02:51:12.524Z,254736688958,254743603602,47218.2,P2P,USSD,TIMEOUT,99,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""227.32.55.136""}"
TXN_20260523_100070,2026-05-23T19:52:56.248Z,254760177457,254779671086,24481.89,P2P,APP_INT,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100071,2026-05-23T09:16:41.126Z,254796297035,254720931709,44415.74,P2P,APP_INT,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""251.145.218.5""}"
TXN_20260523_100072,2026-05-23T19:46:45.524Z,202513,254795635014,97509.53,B2C,API_DISBURSE,REVERSED,09,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""186.154.178.44""}"
TXN_20260523_100073,2026-05-23T14:33:37.231Z,254736386431,254736155946,2341.81,P2P,USSD,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""218.22.222.210""}"
TXN_20260523_100074,2026-05-23T14:10:36.559Z,189214,782097,244963.25,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""99.7.78.150""}"
TXN_20260523_100075,2026-05-23T04:57:13.353Z,962657,254748827178,41370.01,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""215.131.8.39""}"
TXN_20260523_100076,2026-05-23T15:32:40.282Z,858634,204614,105855.89,B2B,MM_PORTAL,REVERSED,09,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""145.215.74.62""}"
TXN_20260523_100077,2026-05-23T03:20:06.775Z,254728209577,254771275116,25080.71,P2P,USSD,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""62.130.20.84""}"
TXN_20260523_100078,2026-05-23T06:52:34.953Z,275581,446827,94774.7,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""26.127.22.112""}"
TXN_20260523_100079,2026-05-23T16:32:07.330Z,254770385760,254720171870,15477.49,P2P,USSD,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""117.227.97.18""}"
TXN_20260523_100080,2026-05-23T02:52:47.335Z,254724816763,605910,42488.58,C2B,PAYBILL_PORTAL,FAILED,01,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""136.104.182.235""}"
TXN_20260523_100081,2026-05-23T02:37:19.809Z,254769070274,254754262075,19575.2,P2P,APP_INT,FAILED,01,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""200.241.113.9""}"
TXN_20260523_100082,2026-05-23T19:37:22.302Z,254771018799,930526,42624.15,C2B,DYNAMIC_QR,FAILED,01,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""78.218.158.205""}"
TXN_20260523_100083,2026-05-23T10:14:56.737Z,254733007608,254744060293,11797.46,P2P,APP_INT,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""146.68.235.66""}"
TXN_20260523_100084,2026-05-23T11:59:43.417Z,622705,254757512553,20608.57,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""242.22.93.117""}"
TXN_20260523_100085,2026-05-23T05:23:35.046Z,902338,977285,199705.21,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""162.190.19.144""}"
TXN_20260523_100086,2026-05-23T20:32:21.554Z,254712430810,254775951430,2920.99,P2P,APP_INT,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""1.147.243.205""}"
TXN_20260523_100087,2026-05-23T17:23:04.806Z,254745431408,254711313928,45786.19,P2P,USSD,FAILED,01,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""186.53.211.70""}"
TXN_20260523_100088,2026-05-23T16:34:05.357Z,370893,175749,185351.42,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100089,2026-05-23T21:02:32.843Z,896491,205708,12100.56,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100090,2026-05-23T01:44:45.988Z,254734701573,325618,65283.09,C2B,PAYBILL_PORTAL,REVERSED,09,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""230.149.221.129""}"
TXN_20260523_100091,2026-05-23T09:27:03.275Z,940854,254727189067,64373.51,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""130.5.46.211""}"
TXN_20260523_100092,2026-05-23T16:27:27.332Z,882194,388942,294840.6,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""146.39.203.215""}"
TXN_20260523_100093,2026-05-23T08:10:35.973Z,739457,254766032875,10557.47,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""150.82.151.126""}"
TXN_20260523_100094,2026-05-23T14:25:47.916Z,490846,578318,83071.34,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100095,2026-05-23T00:57:35.702Z,254755227497,223074,60587.86,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""110.204.107.189""}"
TXN_20260523_100096,2026-05-23T07:44:28.615Z,636289,467840,52839.85,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""163.9.138.152""}"
TXN_20260523_100097,2026-05-23T18:37:21.442Z,562658,652155,294280.97,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""91.46.250.64""}"
TXN_20260523_100098,2026-05-23T04:58:38.601Z,477459,658650,119501.67,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""178.13.250.45""}"
TXN_20260523_100099,2026-05-23T00:45:38.398Z,254735053691,254751905822,48495.07,P2P,APP_INT,TIMEOUT,99,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""43.137.7.114""}"
TXN_20260523_100100,2026-05-23T07:25:37.023Z,150400,508297,65947.67,B2B,API_SETTLE,FAILED,01,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""91.165.66.125""}"
TXN_20260523_100101,2026-05-23T16:12:16.135Z,254745575761,254787069973,37704.09,P2P,USSD,REVERSED,09,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""59.161.96.59""}"
TXN_20260523_100102,2026-05-23T18:12:27.662Z,254756770012,254781271290,22845.22,P2P,APP_INT,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""11.38.54.52""}"
TXN_20260523_100103,2026-05-23T23:41:33.406Z,479556,254756612658,36269.0,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""128.133.237.239""}"
TXN_20260523_100104,2026-05-23T15:29:33.613Z,666022,254713782795,92522.37,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""111.97.160.219""}"
TXN_20260523_100105,2026-05-23T01:05:34.307Z,254718831855,254731298842,17130.32,P2P,APP_INT,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100106,2026-05-23T16:25:37.439Z,886544,801170,33819.24,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100107,2026-05-23T08:20:24.227Z,254784526959,692407,649.05,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""228.75.106.106""}"
TXN_20260523_100108,2026-05-23T02:55:14.049Z,321333,317320,240587.4,B2B,API_SETTLE,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""11.157.202.70""}"
TXN_20260523_100109,2026-05-23T14:15:57.405Z,106348,254747373559,52427.86,B2C,B2C_PORTAL,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100110,2026-05-23T06:28:36.722Z,464337,176537,272897.25,B2B,MM_PORTAL,TIMEOUT,99,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""8.216.204.231""}"
TXN_20260523_100111,2026-05-23T17:13:09.862Z,162543,254783251135,56342.95,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""39.206.220.203""}"
TXN_20260523_100112,2026-05-23T18:25:38.015Z,254738132127,254758722414,42142.19,P2P,APP_INT,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""158.234.116.41""}"
TXN_20260523_100113,2026-05-23T11:30:11.353Z,391494,254736653923,91003.41,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""150.192.56.199""}"
TXN_20260523_100114,2026-05-23T06:59:02.048Z,854117,481381,191750.96,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""96.60.197.220""}"
TXN_20260523_100115,2026-05-23T04:47:45.379Z,254791157425,254779381140,20598.46,P2P,USSD,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""124.186.197.190""}"
TXN_20260523_100116,2026-05-23T09:08:44.311Z,254726701870,254714480572,12101.77,P2P,USSD,FAILED,01,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""7.103.196.35""}"
TXN_20260523_100117,2026-05-23T11:39:32.754Z,117668,160237,38191.14,B2B,MM_PORTAL,FAILED,01,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""204.220.69.162""}"
TXN_20260523_100118,2026-05-23T21:25:39.309Z,837928,334544,35905.84,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""67.83.102.52""}"
